Project,subID,ExpID,CoderID,Book,Page Number,Question Number,Qtype,Concept,Concept-super,Question_ID,Question,Answer (0 /1),Explanation,Needed Clarification/Repetition,Include? ,Exp Error?,Notes
5yoL,Booklet1-167,E5,C7,2_Park,18,27,Explanation,Emotion,Emotion,ToMB2_EXPL_27,Why is Isa crying? (J taking her cookie),1,Because shes younger and he took her cookie. Because she didn't know that he put it there first but then Mom put it on the blanket and Isabel put it on the grass.,0,1,0,
5yoL,Booklet1-167,E5,C7,2_Park,18,28,2AFC,Moral Reasoning False Beliefs,Moral Reasoning,ToMB2_2AFC_28,Is J being mean/naughty? (No),1,Because he didn't know that she put her cookie there and she didn't know that he put it there in the first place.,0,1,0,
5yoL,Booklet1-167,E5,C7,2_Park,18,29,2AFC,Moral Reasoning False Beliefs,Moral Reasoning,ToMB2_2AFC_29,Should J get in trouble? (No),1,Because he didn't know,0,1,0,
5yoL,Booklet1-167,E5,C7,2_Park,19,30,2AFC,Emotion Reminder,Emotion,ToMB2_2AFC_30,How will Ivan feel? (Sad),1,Because the dog took his cookie but if he was a grownup he would be happy,0,1,0,
5yoL,Booklet1-167,E5,C7,2_Park,19,31,2AFC,Emotion Reminder,Emotion,ToMB2_2AFC_31,Will Ivan go near or far from puppy? (Far),0,"at first he said far away, and then changed it so he would ""get his cookie back""",0,1,0,
5yoL,Booklet1-167,E5,C7,2_Park,19,32,Explanation,Emotion Reminder,Emotion,ToMB2_EXPL_32,"Why far away? (think, remember, worry, doesn't want)",NA,To get his cookie back,0,0,0,Unclear if child understands story
5yoL,Booklet1-167,E5,C7,2_Park,20,33,2AFC,False Belief - Expectations,Belief,ToMB2_2AFC_33,What does Isa think is in bottle? (Milk),1,Because they usually put milk in there,0,1,0,
5yoL,Booklet1-167,E5,C7,2_Park,20,34,2AFC,Emotion,Emotion,ToMB2_2AFC_34,"How will Isa feel? (Sad, or surprised)",1,Because instead of milk they put orange juice,0,1,0,
5yoL,Booklet1-167,E5,C7,2_Park,22,35,2AFC,Reference - Hard,Reference,ToMB2_2AFC_35,Where will I & Isa look? (Behind tree),1,,0,1,0,
5yoL,Booklet1-167,E5,C7,2_Park,22,36,Explanation,Reference - Hard,Reference,ToMB2_EXPL_36,"Why behind tree? (Drawing looks like tree, thought)",1,Because they kind of think that that is a tree,0,1,0,
5yoL,Booklet1-167,E5,C7,2_Park,23,37,2AFC,Moral Reasoning False Beliefs,Moral Reasoning,ToMB2_2AFC_37,Is it fair that mother is mad with J? (No),1,She's supposed to get in trouble but he is. Why couldn't we turn her around?,0,1,0,
5yoL,Booklet1-167,E5,C7,2_Park,23,38,2AFC,Moral Reasoning False Beliefs,Moral Reasoning,ToMB2_2AFC_38,Is J mad at Isa? (No),1,,0,1,0,
5yoL,Booklet1-167,E5,C7,2_Park,23,39,Explanation,Moral Reasoning False Beliefs,Moral Reasoning,ToMB2_EXPL_39,Why J not mad? (Doesn't know),1,Because he couldn't see Isabel burying the truck.,0,1,0,
5yoL,Booklet1-167,E5,C7,2_Park,23,40,2AFC,Moral Reasoning False Beliefs,Moral Reasoning,ToMB2_2AFC_40,Is mother mad at Isa? (No),1,,0,1,0,
5yoL,Booklet1-167,E5,C7,2_Park,23,41,Explanation,Moral Reasoning False Beliefs,Moral Reasoning,ToMB2_EXPL_41,Why mother not mad? (Doesn't know),1,Because she's there and she wasn't facing that way and she didn't see Isabel do that,0,1,0,
5yoL,Booklet1-168,E7,C8,1_Books,2,1,2AFC,Common Desires,Desires,ToMB1_2AFC_01,Which one will Sam choose? (Chooses Same),1,,0,1,0,
5yoL,Booklet1-168,E7,C8,1_Books,3,2,2AFC,Diverse Desires,Desires,ToMB1_2AFC_02,Which one will L choose? (Chooses Opposite),1,,0,1,0,
5yoL,Booklet1-168,E7,C8,1_Books,4,3,2AFC,Diverse Beliefs,Belief,ToMB1_2AFC_03,Where will J look? (Chooses Opposite),1,,0,1,0,
5yoL,Booklet1-168,E7,C8,1_Books,5,4,2AFC,Reference - Easy,Reference,ToMB1_2AFC_04,Which book? (one he's looking at),1,,0,1,0,
5yoL,Booklet1-168,E7,C8,1_Books,5,5,Explanation,Reference - Easy,Reference,ToMB1_EXPL_05,How'd you know that book? (looking at it),0,"I don't know ""e: do you have a guess? how'd you know that he wants that one and not this one?"" because he just saw it",1,1,0,
5yoL,Booklet1-168,E7,C8,1_Books,6,6,2AFC,False Belief - Location,Belief,ToMB1_2AFC_06,Where will M look? (chair),1,,0,1,0,
5yoL,Booklet1-168,E7,C8,1_Books,6,7,Explanation,False Belief - Location,Belief,ToMB1_EXPL_07,"Why does she look behind the chair? (Thinks it's there, left it there)",1,cause she remembers she put it there,0,1,0,
5yoL,Booklet1-168,E7,C8,1_Books,7,8,Control,Control,Control,ToMB1_Cont_08,Gives Noah planet book?,1,,0,1,0,
5yoL,Booklet1-168,E7,C8,1_Books,8,9,2AFC,False Belief - Location,Belief,ToMB1_2AFC_09,Where will Ethan look? (above coats),1,,0,1,0,
5yoL,Booklet1-168,E7,C8,1_Books,8,10,Explanation,False Belief - Location,Belief,ToMB1_EXPL_10,"Why is Ethan reaching for the book on the shelf? (thinks it's his, left it there, doesn't know)",1,cause he thinks that's his book,0,1,0,
5yoL,Booklet1-168,E7,C8,1_Books,8,11,Explanation,Emotion,Emotion,ToMB1_EXPL_11,Why does Paul feel sad?  (Ethan taking his book),1,"cause he didn't know his was under the jacket ""e: so why is Paul upset?"" now he is sad because he put it up here and he's trying to reach for it but his is down there",1,1,0,
5yoL,Booklet1-168,E7,C8,1_Books,8,12,2AFC,Moral Reasoning False Beliefs,Moral Reasoning,ToMB1_2AFC_12,Is Ethan being mean/naughty? (No),1,cause he didn't know it was not him,0,1,0,
5yoL,Booklet1-168,E7,C8,1_Books,8,13,2AFC,Moral Reasoning False Beliefs,Moral Reasoning,ToMB1_2AFC_13,Should Ethan get in trouble? (No),1,cause it was an accident cause both of their books are blue,0,1,0,
5yoL,Booklet1-168,E7,C8,1_Books,9,14,2AFC,False Belief - Expectations,Belief,ToMB1_2AFC_14,What does W think is inside the book? (Mountains),1,,0,1,0,
5yoL,Booklet1-168,E7,C8,1_Books,9,15,Explanation,False Belief - Expectations,Belief,ToMB1_EXPL_15,Why does he think that? (Refers to past or expectations).,1,because he always leaves it down here,0,1,0,
5yoL,Booklet1-168,E7,C8,1_Books,10,16,Control,Control,Control,ToMB1_Cont_16,Gives Indira tiger book?,1,,0,1,0,
5yoL,Booklet1-168,E7,C8,1_Books,11,17,2AFC,Reference - Hard,Reference,ToMB1_2AFC_17,Which book does Daniel want? (Fruit),1,,0,1,0,
5yoL,Booklet1-168,E7,C8,1_Books,11,18,Explanation,Reference - Hard,Reference,ToMB1_EXPL_18,How do you know that book? (Refers to orange section/liking that part/reading it before),1,cause he liked the orange part,0,1,0,
5yoL,Booklet1-168,E7,C8,1_Books,12,19,2AFC,Reference - Hard,Reference,ToMB1_2AFC_19,Which picture should C give? (Broom),1,,0,1,0,
5yoL,Booklet1-168,E7,C8,1_Books,12,20,Explanation,Reference - Hard,Reference,ToMB1_EXPL_20,Why is the broom better? (mentions sailboat),1,because it looks like a sailboat,0,1,0,
5yoL,Booklet1-168,E7,C8,2_Park,15,21,2AFC,Common Desires,Desires,ToMB2_2AFC_21,Which one will J choose? (Chooses same),1,,0,1,0,
5yoL,Booklet1-168,E7,C8,2_Park,16,22,2AFC,Diverse Desires,Desires,ToMB2_2AFC_22,Which one will I choose? (Chooses opposite),1,,0,1,0,
5yoL,Booklet1-168,E7,C8,2_Park,17,23,2AFC,False Belief - Location,Belief,ToMB2_2AFC_23,Where will J look first? (Bush),1,,0,1,0,
5yoL,Booklet1-168,E7,C8,2_Park,17,24,Explanation,False Belief - Location,Belief,ToMB2_EXPL_24,Why behind bush? (Refers to peeking/seeing/thinking),1,cause he peeked,0,1,0,
5yoL,Booklet1-168,E7,C8,2_Park,18,25,2AFC,False Belief - Location,Belief,ToMB2_2AFC_25,Which cookie will J take? (one on grass),1,,0,1,0,
5yoL,Booklet1-168,E7,C8,2_Park,18,26,Explanation,False Belief - Location,Belief,ToMB2_EXPL_26,"Why that cookie? (thinks it's his, left it there, doesn't know)",1,"because he put it there, and just like the other one, now she's gonna get mad",0,1,0,
5yoL,Booklet1-168,E7,C8,2_Park,18,27,Explanation,Emotion,Emotion,ToMB2_EXPL_27,Why is Isa crying? (J taking her cookie),1,"because same reason ""e: why was that I don't remember"" because their cookies look the same, because Joshua stole her cookie but actually he's supposed to be here.",1,1,0,
5yoL,Booklet1-168,E7,C8,2_Park,18,28,2AFC,Moral Reasoning False Beliefs,Moral Reasoning,ToMB2_2AFC_28,Is J being mean/naughty? (No),1,"because she unpurposely did it ""e: what did she unpurposely do?"" she didn't know that Joshua put his cookie here, then mom picked it up, put it on the blanket, now she took it",1,1,0,
5yoL,Booklet1-168,E7,C8,2_Park,18,29,2AFC,Moral Reasoning False Beliefs,Moral Reasoning,ToMB2_2AFC_29,Should J get in trouble? (No),1,because she didn't do it on purpose,0,1,0,
5yoL,Booklet1-168,E7,C8,2_Park,19,30,2AFC,Emotion Reminder,Emotion,ToMB2_2AFC_30,How will Ivan feel? (Sad),1,"because he wants to play with him instead ""e: because he wants to play with him instead? the puppy does?"" no ""e: Ivan wants to play with him instead? instead of Sprint?"" wait, Ivan wants to play with him ""e: Ivan wants to play with the puppy?"" mhm",0,1,0,"exp added question: why?, subject needed clarifcation on ""why"" question, but not on ""close/far"" question"
5yoL,Booklet1-168,E7,C8,2_Park,19,31,2AFC,Emotion Reminder,Emotion,ToMB2_2AFC_31,Will Ivan go near or far from puppy? (Far),0,,0,1,0,
5yoL,Booklet1-168,E7,C8,2_Park,19,32,Explanation,Emotion Reminder,Emotion,ToMB2_EXPL_32,"Why far away? (think, remember, worry, doesn't want)",0,because he wants to be with him,0,1,0,
5yoL,Booklet1-168,E7,C8,2_Park,20,33,2AFC,False Belief - Expectations,Belief,ToMB2_2AFC_33,What does Isa think is in bottle? (Milk),1,because it's usually in there,0,1,0,
5yoL,Booklet1-168,E7,C8,2_Park,20,34,2AFC,Emotion,Emotion,ToMB2_2AFC_34,"How will Isa feel? (Sad, or surprised)",1,because it's not what she expected,0,1,0,
5yoL,Booklet1-168,E7,C8,2_Park,22,35,2AFC,Reference - Hard,Reference,ToMB2_2AFC_35,Where will I & Isa look? (Behind tree),0,,0,1,0,
5yoL,Booklet1-168,E7,C8,2_Park,22,36,Explanation,Reference - Hard,Reference,ToMB2_EXPL_36,"Why behind tree? (Drawing looks like tree, thought)",1,because it looks like a tree,0,1,0,
5yoL,Booklet1-168,E7,C8,2_Park,23,37,2AFC,Moral Reasoning False Beliefs,Moral Reasoning,ToMB2_2AFC_37,Is it fair that mother is mad with J? (No),1,"because she's supposed to be mad at her ""e: she's supposed to be mad at Isabel""",0,1,0,
5yoL,Booklet1-168,E7,C8,2_Park,23,38,2AFC,Moral Reasoning False Beliefs,Moral Reasoning,ToMB2_2AFC_38,Is J mad at Isa? (No),1,,0,1,0,exp asked this question out of order: after asking if Mom was mad at Isabel
5yoL,Booklet1-168,E7,C8,2_Park,23,39,Explanation,Moral Reasoning False Beliefs,Moral Reasoning,ToMB2_EXPL_39,Why J not mad? (Doesn't know),1,because he didn't know what she did,0,1,0,
5yoL,Booklet1-168,E7,C8,2_Park,23,40,2AFC,Moral Reasoning False Beliefs,Moral Reasoning,ToMB2_2AFC_40,Is mother mad at Isa? (No),1,,0,1,0,exp asked this question out of order: before asking if Joshua was mad
5yoL,Booklet1-168,E7,C8,2_Park,23,41,Explanation,Moral Reasoning False Beliefs,Moral Reasoning,ToMB2_EXPL_41,Why mother not mad? (Doesn't know),1,because she doesn't know she did it,0,1,0,
5yoL,Booklet1-169,E7,C8,1_Books,2,1,2AFC,Common Desires,Desires,ToMB1_2AFC_01,Which one will Sam choose? (Chooses Same),1,,0,1,0,
5yoL,Booklet1-169,E7,C8,1_Books,3,2,2AFC,Diverse Desires,Desires,ToMB1_2AFC_02,Which one will L choose? (Chooses Opposite),1,,0,1,0,
5yoL,Booklet1-169,E7,C8,1_Books,4,3,2AFC,Diverse Beliefs,Belief,ToMB1_2AFC_03,Where will J look? (Chooses Opposite),1,,0,1,0,
5yoL,Booklet1-169,E7,C8,1_Books,5,4,2AFC,Reference - Easy,Reference,ToMB1_2AFC_04,Which book? (one he's looking at),1,,0,1,0,
5yoL,Booklet1-169,E7,C8,1_Books,5,5,Explanation,Reference - Easy,Reference,ToMB1_EXPL_05,How'd you know that book? (looking at it),1,"because he said it ""e: how do you know he wants this one and not this one?"" because that ones over there and he said he wants this one",1,1,0,
5yoL,Booklet1-169,E7,C8,1_Books,6,6,2AFC,False Belief - Location,Belief,ToMB1_2AFC_06,Where will M look? (chair),1,,0,1,0,
5yoL,Booklet1-169,E7,C8,1_Books,6,7,Explanation,False Belief - Location,Belief,ToMB1_EXPL_07,"Why does she look behind the chair? (Thinks it's there, left it there)",1,because she put her book there,0,1,0,
5yoL,Booklet1-169,E7,C8,1_Books,7,8,Control,Control,Control,ToMB1_Cont_08,Gives Noah planet book?,1,,0,1,0,
5yoL,Booklet1-169,E7,C8,1_Books,8,9,2AFC,False Belief - Location,Belief,ToMB1_2AFC_09,Where will Ethan look? (above coats),1,,0,1,0,
5yoL,Booklet1-169,E7,C8,1_Books,8,10,Explanation,False Belief - Location,Belief,ToMB1_EXPL_10,"Why is Ethan reaching for the book on the shelf? (thinks it's his, left it there, doesn't know)",1,because he thinks it's his,0,1,0,
5yoL,Booklet1-169,E7,C8,1_Books,8,11,Explanation,Emotion,Emotion,ToMB1_EXPL_11,Why does Paul feel sad?  (Ethan taking his book),1,because that's his book,0,1,0,
5yoL,Booklet1-169,E7,C8,1_Books,8,12,2AFC,Moral Reasoning False Beliefs,Moral Reasoning,ToMB1_2AFC_12,Is Ethan being mean/naughty? (No),0,because he is,0,1,0,
5yoL,Booklet1-169,E7,C8,1_Books,8,13,2AFC,Moral Reasoning False Beliefs,Moral Reasoning,ToMB1_2AFC_13,Should Ethan get in trouble? (No),1,"because ""e: because why?"" i don't know",1,1,0,
5yoL,Booklet1-169,E7,C8,1_Books,9,14,2AFC,False Belief - Expectations,Belief,ToMB1_2AFC_14,What does W think is inside the book? (Mountains),1,,0,1,0,
5yoL,Booklet1-169,E7,C8,1_Books,9,15,Explanation,False Belief - Expectations,Belief,ToMB1_EXPL_15,Why does he think that? (Refers to past or expectations).,1,because it's grey,0,1,0,
5yoL,Booklet1-169,E7,C8,1_Books,10,16,Control,Control,Control,ToMB1_Cont_16,Gives Indira tiger book?,1,,0,1,0,
5yoL,Booklet1-169,E7,C8,1_Books,11,17,2AFC,Reference - Hard,Reference,ToMB1_2AFC_17,Which book does Daniel want? (Fruit),0,,0,1,0,
5yoL,Booklet1-169,E7,C8,1_Books,11,18,Explanation,Reference - Hard,Reference,ToMB1_EXPL_18,How do you know that book? (Refers to orange section/liking that part/reading it before),0,because he said the orange one,0,1,0,
5yoL,Booklet1-169,E7,C8,1_Books,12,19,2AFC,Reference - Hard,Reference,ToMB1_2AFC_19,Which picture should C give? (Broom),1,,0,1,0,
5yoL,Booklet1-169,E7,C8,1_Books,12,20,Explanation,Reference - Hard,Reference,ToMB1_EXPL_20,Why is the broom better? (mentions sailboat),1,because that one might look like a sailboat to him,0,1,0,
5yoL,Booklet1-169,E7,C8,2_Park,15,21,2AFC,Common Desires,Desires,ToMB2_2AFC_21,Which one will J choose? (Chooses same),1,,0,1,0,
5yoL,Booklet1-169,E7,C8,2_Park,16,22,2AFC,Diverse Desires,Desires,ToMB2_2AFC_22,Which one will I choose? (Chooses opposite),0,,0,1,0,
5yoL,Booklet1-169,E7,C8,2_Park,17,23,2AFC,False Belief - Location,Belief,ToMB2_2AFC_23,Where will J look first? (Bush),1,,0,1,0,
5yoL,Booklet1-169,E7,C8,2_Park,17,24,Explanation,False Belief - Location,Belief,ToMB2_EXPL_24,Why behind bush? (Refers to peeking/seeing/thinking),1,because he was there,0,1,0,
5yoL,Booklet1-169,E7,C8,2_Park,18,25,2AFC,False Belief - Location,Belief,ToMB2_2AFC_25,Which cookie will J take? (one on grass),1,,0,1,0,
5yoL,Booklet1-169,E7,C8,2_Park,18,26,Explanation,False Belief - Location,Belief,ToMB2_EXPL_26,"Why that cookie? (thinks it's his, left it there, doesn't know)",1,because he left his on the grass,0,1,0,
5yoL,Booklet1-169,E7,C8,2_Park,18,27,Explanation,Emotion,Emotion,ToMB2_EXPL_27,Why is Isa crying? (J taking her cookie),1,because that's her cookie,0,1,0,
5yoL,Booklet1-169,E7,C8,2_Park,18,28,2AFC,Moral Reasoning False Beliefs,Moral Reasoning,ToMB2_2AFC_28,Is J being mean/naughty? (No),0,because it's hers,0,1,0,
5yoL,Booklet1-169,E7,C8,2_Park,18,29,2AFC,Moral Reasoning False Beliefs,Moral Reasoning,ToMB2_2AFC_29,Should J get in trouble? (No),0,"um, I don't know why",0,1,0,
5yoL,Booklet1-169,E7,C8,2_Park,19,30,2AFC,Emotion Reminder,Emotion,ToMB2_2AFC_30,How will Ivan feel? (Sad),1,he ate his cookie,0,1,0,
5yoL,Booklet1-169,E7,C8,2_Park,19,31,2AFC,Emotion Reminder,Emotion,ToMB2_2AFC_31,Will Ivan go near or far from puppy? (Far),1,,0,1,0,
5yoL,Booklet1-169,E7,C8,2_Park,19,32,Explanation,Emotion Reminder,Emotion,ToMB2_EXPL_32,"Why far away? (think, remember, worry, doesn't want)",1,"so, um, the puppy can't get his food",0,1,0,
5yoL,Booklet1-169,E7,C8,2_Park,20,33,2AFC,False Belief - Expectations,Belief,ToMB2_2AFC_33,What does Isa think is in bottle? (Milk),1,because mom always puts it there,0,1,0,
5yoL,Booklet1-169,E7,C8,2_Park,20,34,2AFC,Emotion,Emotion,ToMB2_2AFC_34,"How will Isa feel? (Sad, or surprised)",1,because there's no milk,0,1,0,
5yoL,Booklet1-169,E7,C8,2_Park,22,35,2AFC,Reference - Hard,Reference,ToMB2_2AFC_35,Where will I & Isa look? (Behind tree),0,,0,1,0,
5yoL,Booklet1-169,E7,C8,2_Park,22,36,Explanation,Reference - Hard,Reference,ToMB2_EXPL_36,"Why behind tree? (Drawing looks like tree, thought)",1,because they think that's a tree,0,1,0,
5yoL,Booklet1-169,E7,C8,2_Park,23,37,2AFC,Moral Reasoning False Beliefs,Moral Reasoning,ToMB2_2AFC_37,Is it fair that mother is mad with J? (No),1,because she hid it,0,1,0,
5yoL,Booklet1-169,E7,C8,2_Park,23,38,2AFC,Moral Reasoning False Beliefs,Moral Reasoning,ToMB2_2AFC_38,Is J mad at Isa? (No),1,,0,1,0,experimenter reversed this question with mom/isabel question
5yoL,Booklet1-169,E7,C8,2_Park,23,39,Explanation,Moral Reasoning False Beliefs,Moral Reasoning,ToMB2_EXPL_39,Why J not mad? (Doesn't know),1,because he doesn't know that she buried it,0,1,0,
5yoL,Booklet1-169,E7,C8,2_Park,23,40,2AFC,Moral Reasoning False Beliefs,Moral Reasoning,ToMB2_2AFC_40,Is mother mad at Isa? (No),1,,0,1,0,experimenter asked this question first
5yoL,Booklet1-169,E7,C8,2_Park,23,41,Explanation,Moral Reasoning False Beliefs,Moral Reasoning,ToMB2_EXPL_41,Why mother not mad? (Doesn't know),1,because she thinks he put his toy somewhere,0,1,0,
5yoL,Booklet1-170,E7,C8,1_Books,2,1,2AFC,Common Desires,Desires,ToMB1_2AFC_01,Which one will Sam choose? (Chooses Same),1,,0,1,0,
5yoL,Booklet1-170,E7,C8,1_Books,3,2,2AFC,Diverse Desires,Desires,ToMB1_2AFC_02,Which one will L choose? (Chooses Opposite),1,,0,1,0,
5yoL,Booklet1-170,E7,C8,1_Books,4,3,2AFC,Diverse Beliefs,Belief,ToMB1_2AFC_03,Where will J look? (Chooses Opposite),1,,0,1,0,
5yoL,Booklet1-170,E7,C8,1_Books,5,4,2AFC,Reference - Easy,Reference,ToMB1_2AFC_04,Which book? (one he's looking at),1,,0,1,0,
5yoL,Booklet1-170,E7,C8,1_Books,5,5,Explanation,Reference - Easy,Reference,ToMB1_EXPL_05,How'd you know that book? (looking at it),1,because he's facing that way,0,1,0,
5yoL,Booklet1-170,E7,C8,1_Books,6,6,2AFC,False Belief - Location,Belief,ToMB1_2AFC_06,Where will M look? (chair),0,,0,1,0,
5yoL,Booklet1-170,E7,C8,1_Books,6,7,Explanation,False Belief - Location,Belief,ToMB1_EXPL_07,"Why does she look behind the chair? (Thinks it's there, left it there)",1,because she put it there,0,1,0,
5yoL,Booklet1-170,E7,C8,1_Books,7,8,Control,Control,Control,ToMB1_Cont_08,Gives Noah planet book?,1,,0,1,0,
5yoL,Booklet1-170,E7,C8,1_Books,8,9,2AFC,False Belief - Location,Belief,ToMB1_2AFC_09,Where will Ethan look? (above coats),1,,0,1,0,
5yoL,Booklet1-170,E7,C8,1_Books,8,10,Explanation,False Belief - Location,Belief,ToMB1_EXPL_10,"Why is Ethan reaching for the book on the shelf? (thinks it's his, left it there, doesn't know)",1,because he put it there,0,1,0,
5yoL,Booklet1-170,E7,C8,1_Books,8,11,Explanation,Emotion,Emotion,ToMB1_EXPL_11,Why does Paul feel sad?  (Ethan taking his book),1,because that's his book,0,1,0,
5yoL,Booklet1-170,E7,C8,1_Books,8,12,2AFC,Moral Reasoning False Beliefs,Moral Reasoning,ToMB1_2AFC_12,Is Ethan being mean/naughty? (No),1,he's being nice but he doesn't know where his book is,0,1,0,
5yoL,Booklet1-170,E7,C8,1_Books,8,13,2AFC,Moral Reasoning False Beliefs,Moral Reasoning,ToMB1_2AFC_13,Should Ethan get in trouble? (No),1,because he didn't know where his book is,0,1,0,
5yoL,Booklet1-170,E7,C8,1_Books,9,14,2AFC,False Belief - Expectations,Belief,ToMB1_2AFC_14,What does W think is inside the book? (Mountains),0,,0,1,0,
5yoL,Booklet1-170,E7,C8,1_Books,9,15,Explanation,False Belief - Expectations,Belief,ToMB1_EXPL_15,Why does he think that? (Refers to past or expectations).,0,because he (Mr. Abbott) put this there and put the mountain book up there,0,1,0,
5yoL,Booklet1-170,E7,C8,1_Books,10,16,Control,Control,Control,ToMB1_Cont_16,Gives Indira tiger book?,1,,0,1,0,
5yoL,Booklet1-170,E7,C8,1_Books,11,17,2AFC,Reference - Hard,Reference,ToMB1_2AFC_17,Which book does Daniel want? (Fruit),1,,0,1,0,
5yoL,Booklet1-170,E7,C8,1_Books,11,18,Explanation,Reference - Hard,Reference,ToMB1_EXPL_18,How do you know that book? (Refers to orange section/liking that part/reading it before),1,because he likes the book,0,1,0,
5yoL,Booklet1-170,E7,C8,1_Books,12,19,2AFC,Reference - Hard,Reference,ToMB1_2AFC_19,Which picture should C give? (Broom),1,,0,1,0,
5yoL,Booklet1-170,E7,C8,1_Books,12,20,Explanation,Reference - Hard,Reference,ToMB1_EXPL_20,Why is the broom better? (mentions sailboat),0,because it has a stick,0,1,0,
5yoL,Booklet1-170,E7,C8,2_Park,15,21,2AFC,Common Desires,Desires,ToMB2_2AFC_21,Which one will J choose? (Chooses same),1,,0,1,0,
5yoL,Booklet1-170,E7,C8,2_Park,16,22,2AFC,Diverse Desires,Desires,ToMB2_2AFC_22,Which one will I choose? (Chooses opposite),1,,0,1,0,
5yoL,Booklet1-170,E7,C8,2_Park,17,23,2AFC,False Belief - Location,Belief,ToMB2_2AFC_23,Where will J look first? (Bush),1,,0,1,0,
